rating,rating_count,cost,name,city,cuisine
4.0,100,200.0,4557,8,1547
4.0,500,300.0,20209,8,1293
4.0,100,400.0,37697,8,1476
3.2,100,600.0,20242,8,1158
4.0,500,300.0,25176,8,1298
4.1,100,200.0,12507,8,1544
3.9,100,200.0,28348,8,1548
3.5,500,200.0,8104,8,585
3.5,50,400.0,10150,8,1175
4.3,100,200.0,12508,8,1547
3.5,20,200.0,11290,8,559
3.9,20,300.0,4980,8,1171
3.5,100,400.0,32459,8,1158
3.7,100,100.0,8105,8,1158
3.9,1,400.0,22678,8,15
3.2,1,150.0,6937,8,166
3.7,50,300.0,27517,8,1277
3.7,20,100.0,22479,8,1188
3.7,500,200.0,12916,8,800
3.5,20,150.0,1381,8,1515
3.7,20,200.0,1341,8,1218
3.3,50,200.0,12566,8,166
4.5,50,200.0,26744,8,559
3.5,100,100.0,41346,8,1277
3.8,100,500.0,6999,8,154
3.9,20,200.0,31447,8,154
4.0,100,300.0,37395,8,523
4.4,20,300.0,6641,8,263
3.6,1,200.0,4673,8,1546
3.9,100,200.0,3055,8,1158
4.4,50,400.0,10465,8,1277
4.0,20,400.0,4492,8,481
4.0,500,400.0,1050,8,1218
4.2,50,200.0,36740,8,564
4.3,20,180.0,9832,8,1158
3.6,20,200.0,31102,8,1309
3.7,100,200.0,13732,8,1188
4.2,50,200.0,33581,8,1175
3.9,500,300.0,28990,8,1476
3.8,100,200.0,33164,8,1158
4.2,20,400.0,22361,8,559
3.6,100,200.0,40592,8,1158
3.2,20,200.0,2163,8,611
4.2,50,200.0,29421,8,1443
3.8,50,400.0,33318,8,1158
3.6,100,300.0,17452,8,1218
4.0,20,400.0,2869,8,1158
4.1,100,700.0,5014,8,319
4.3,100,100.0,5664,8,1548
3.2,20,200.0,25137,8,1158
3.4,50,200.0,40591,8,1158
4.1,50,400.0,8408,8,418
4.0,50,200.0,7423,8,243
3.7,20,200.0,28164,8,1213
5.0,20,300.0,26606,8,816
3.8,50,300.0,21313,8,588
3.8,50,300.0,38642,8,1443
4.4,20,200.0,19379,8,577
3.5,20,200.0,2087,8,1188
3.9,20,200.0,10550,8,1453
4.4,100,120.0,24274,8,784
3.9,100,300.0,2070,8,1175
3.7,100,300.0,40248,8,1175
3.9,20,300.0,2989,8,562
4.2,50,200.0,12960,8,559
3.0,100,300.0,11113,8,166
3.5,50,600.0,4223,8,1167
3.7,100,300.0,38937,8,1167
4.1,50,500.0,19413,8,841
3.6,20,250.0,36765,8,178
3.4,100,300.0,12298,8,464
4.0,500,400.0,4884,8,1175
4.4,50,120.0,13341,8,784
3.4,100,200.0,31937,8,1205
4.0,50,200.0,10151,8,1546
4.2,100,250.0,5859,8,569
4.2,20,300.0,14567,8,1175
3.7,100,200.0,24829,8,1453
4.4,20,59.0,26412,8,1298
4.0,20,200.0,23421,8,418
4.3,100,200.0,11421,8,650
4.1,100,350.0,34769,8,747
4.3,50,299.0,3956,8,166
4.6,100,500.0,4411,8,319
3.8,100,200.0,36862,8,1175
3.5,100,200.0,1383,8,1218
3.3,20,200.0,4568,8,1158
4.0,100,400.0,26159,8,1277
3.9,100,200.0,2182,8,1443
2.4,20,200.0,6880,8,154
4.1,100,450.0,18185,8,50
3.7,20,200.0,15019,8,1175
4.1,100,300.0,18793,8,1205
4.0,20,150.0,36897,8,1399
4.3,20,450.0,35217,8,166
4.1,100,250.0,36796,8,308
3.9,50,300.0,1380,8,313
4.0,20,400.0,37340,8,1213
2.9,100,200.0,4567,8,154
2.6,20,300.0,24818,8,520
3.9,20,200.0,28321,8,1178
3.5,50,300.0,8441,8,481
3.4,50,600.0,22818,8,319
3.9,20,300.0,4854,8,1189
4.0,100,400.0,1241,8,1218
4.1,50,200.0,20886,8,1213
4.0,20,400.0,11616,8,893
4.4,100,300.0,19992,8,774
3.4,20,300.0,3111,8,819
3.5,50,400.0,22364,8,1158
3.5,20,200.0,29747,8,259
2.6,20,250.0,35629,8,464
3.9,20,300.0,13118,8,464
2.2,20,1200.0,6131,8,154
3.7,50,200.0,11977,8,464
3.7,100,400.0,27341,8,1205
3.2,50,200.0,13735,8,1158
3.3,20,250.0,23862,8,468
3.7,50,150.0,33179,8,476
3.3,100,200.0,41409,8,1158
3.8,100,300.0,10149,8,1546
3.8,20,200.0,7271,8,1217
2.3,20,310.0,22183,8,846
3.4,100,200.0,32817,8,1188
4.2,50,200.0,13519,8,869
3.4,500,250.0,25952,8,1175
3.7,20,250.0,37762,8,428
3.3,20,200.0,40737,8,1158
3.0,100,200.0,7795,8,464
3.5,50,300.0,23307,8,468
4.1,20,250.0,9103,8,1443
3.6,50,200.0,33235,8,1158
2.9,20,200.0,35302,8,1562
4.1,20,200.0,7226,8,1175
5.0,20,200.0,38377,8,810
2.7,20,300.0,39170,8,816
4.3,20,150.0,39179,8,1042
4.1,100,100.0,13165,8,1055
3.4,500,200.0,26773,8,1158
3.6,20,299.0,29933,8,464
3.6,50,200.0,23486,8,1218
3.5,20,399.0,28728,8,447
3.6,20,300.0,5676,8,593
3.7,20,300.0,29782,8,418
1.4,20,200.0,16521,8,1277
3.5,50,200.0,23474,8,1158
3.5,20,600.0,29191,8,1158
3.3,20,150.0,24530,8,239
4.3,100,1200.0,20920,745,816
4.0,100,150.0,36371,745,611
3.6,100,250.0,36518,745,1592
4.0,50,200.0,33143,745,1405
4.3,100,300.0,36698,745,166
3.7,50,250.0,17690,745,166
4.2,50,100.0,17635,745,1399
3.7,500,300.0,35916,745,1086
3.9,20,350.0,31778,745,1449
4.2,100,200.0,12674,745,1515
3.0,50,200.0,1167,745,1405
4.7,20,300.0,13112,745,559
4.0,20,600.0,30006,745,1221
4.0,100,300.0,39306,745,1309
3.8,20,600.0,6946,745,154
4.0,100,200.0,14575,745,1183
3.8,100,250.0,25340,745,1635
4.3,1,200.0,444,745,1158
3.8,20,500.0,11683,745,800
4.2,20,500.0,10726,745,310
4.1,20,600.0,6923,745,559
3.5,100,250.0,32408,745,1277
3.5,50,400.0,11153,745,321
4.4,50,250.0,5585,745,611
4.4,50,200.0,36740,745,564
4.5,50,400.0,9597,745,562
4.1,100,350.0,34769,745,628
4.0,20,400.0,11616,745,893
4.1,500,500.0,10900,745,1188
4.3,100,500.0,16420,745,1282
4.0,20,400.0,4765,745,820
4.0,20,200.0,14701,745,787
4.2,50,400.0,14954,745,1212
4.1,100,200.0,9651,745,1399
4.1,100,400.0,26159,745,1298
3.4,50,200.0,32790,745,1590
3.7,20,800.0,37470,745,800
4.5,50,150.0,17634,745,800
4.3,20,250.0,22647,745,228
4.0,50,200.0,41164,745,947
4.0,100,400.0,37340,745,1213
3.9,100,400.0,24965,745,650
3.9,100,200.0,17509,745,1183
3.6,100,250.0,36899,745,505
3.7,50,250.0,5076,745,331
4.6,100,120.0,13341,745,784
4.1,20,450.0,13776,745,1544
4.2,20,800.0,18566,745,256
4.2,100,300.0,21943,745,1491
4.6,20,350.0,8702,745,1307
3.7,500,350.0,22096,745,1194
3.5,100,200.0,22719,745,1599
3.6,20,200.0,14702,745,784
4.0,100,199.0,4714,745,510
4.5,20,400.0,35394,745,179
3.6,100,250.0,40148,745,423
4.8,20,200.0,25898,745,1290
3.9,100,250.0,23381,745,418
4.1,20,200.0,24562,745,800
2.7,20,200.0,27994,745,1436
4.2,100,500.0,37363,745,703
4.3,20,400.0,9107,745,1158
2.9,20,250.0,18935,745,709
4.0,100,200.0,28111,745,1158
3.9,100,400.0,20207,745,1307
3.4,20,300.0,4432,745,1414
3.8,100,250.0,15118,745,423
3.3,20,300.0,4037,745,36
2.5,20,100.0,31715,745,1405
4.0,100,100.0,31994,745,709
4.1,100,700.0,1862,745,321
3.9,20,600.0,5736,745,564
4.3,50,450.0,35217,745,778
4.0,20,700.0,31279,745,1158
4.4,50,200.0,1346,745,1546
4.4,20,200.0,39464,745,774
4.2,100,250.0,28886,745,1443
4.1,100,400.0,28054,745,1298
3.9,20,250.0,2054,745,1443
3.7,1,200.0,37436,745,1184
4.0,20,200.0,26156,745,559
4.1,20,200.0,37960,745,1316
3.6,20,200.0,30210,745,707
4.2,50,300.0,13773,745,1544
4.1,20,500.0,13772,745,1544
4.1,100,300.0,32805,745,800
4.3,100,300.0,38148,745,1443
4.4,50,300.0,14873,745,259
4.0,20,200.0,4459,745,1531
3.7,50,300.0,20759,745,1298
4.6,500,120.0,24274,745,784
3.7,20,350.0,27188,745,647
4.3,20,400.0,38304,745,747
4.2,100,250.0,12191,745,154
4.5,100,250.0,7731,745,577
3.8,100,200.0,5474,745,210
3.8,500,400.0,18185,745,50
4.5,50,200.0,2835,745,564
3.9,100,300.0,38842,745,219
3.5,20,250.0,32132,745,1368
3.5,20,400.0,33720,745,899
4.3,100,600.0,10222,745,800
4.5,50,200.0,36011,745,1443
3.3,20,600.0,33026,745,708
4.3,500,200.0,11421,745,650
4.6,100,150.0,24652,745,774
4.4,50,800.0,28296,745,800
4.3,20,900.0,2281,745,846
4.3,20,600.0,15876,745,816
4.0,100,250.0,28091,745,1328
4.0,20,150.0,18844,745,265
3.8,100,200.0,25933,745,846
3.7,20,400.0,9123,745,1399
4.1,50,250.0,34728,745,1175
4.3,20,450.0,32507,745,577
3.8,20,400.0,1216,745,816
3.8,20,150.0,17636,745,1515
4.4,20,100.0,20362,745,228
4.2,100,150.0,17604,745,1309
3.8,100,250.0,2498,745,800
4.3,100,300.0,17803,745,800
4.0,20,350.0,19648,745,19
3.9,100,250.0,10982,745,816
4.0,500,400.0,22678,745,341
4.2,50,200.0,7403,745,263
3.6,50,300.0,29145,745,1430
3.9,100,200.0,38841,745,220
3.7,20,200.0,18848,745,650
3.8,1,150.0,17613,745,713
3.6,100,200.0,21982,745,1175
4.3,100,500.0,4411,745,319
4.1,100,300.0,6641,745,263
4.0,100,600.0,25504,745,1277
4.3,20,250.0,22846,745,784
3.9,100,300.0,30003,745,697
3.8,100,600.0,4223,745,1167
4.5,50,250.0,5164,745,559
3.9,100,200.0,36796,745,308
4.2,20,400.0,14959,745,564
3.7,20,300.0,11546,745,1250
3.8,20,200.0,36865,745,577
2.9,20,300.0,12042,745,1405
3.9,500,400.0,18977,745,1213
4.1,100,500.0,58,745,1177
3.9,50,500.0,12130,745,899
4.3,500,199.0,20199,745,899
4.4,50,200.0,31610,745,1399
4.1,100,500.0,3557,745,27
3.8,1,350.0,5911,745,30
4.3,100,300.0,24436,745,1443
4.1,100,200.0,24976,745,363
4.1,100,600.0,9079,745,816
4.6,50,200.0,38123,745,1352
4.3,100,500.0,32665,745,1175
4.2,20,400.0,3882,745,1414
4.2,20,350.0,28094,745,1328
3.9,100,300.0,38358,745,625
4.3,100,600.0,36815,745,548
4.4,100,350.0,4971,745,1090
4.0,20,400.0,22540,745,897
4.0,50,400.0,19677,745,1443
4.1,100,700.0,23191,745,520
3.8,20,200.0,12082,745,1501
3.8,500,300.0,22741,745,133
4.6,20,400.0,7931,745,1277
4.0,20,600.0,16637,745,564
4.0,20,500.0,6662,745,228
3.8,50,250.0,25219,745,1307
3.6,500,250.0,26151,745,1307
4.0,50,250.0,32827,745,228
4.1,20,200.0,10986,745,611
3.2,1,200.0,27976,745,418
4.6,50,300.0,11679,745,747
3.3,100,200.0,11647,745,864
4.1,20,250.0,23624,745,1415
4.2,100,200.0,12886,745,242
4.2,100,250.0,17828,745,725
4.1,100,100.0,17081,745,864
3.2,20,250.0,8303,745,423
4.3,50,200.0,17622,745,1399
3.6,100,600.0,27517,745,1277
4.2,20,800.0,36139,745,1110
4.2,1,400.0,18457,745,825
4.2,100,400.0,23599,745,1188
4.4,100,200.0,12996,745,1415
3.6,20,700.0,20575,745,1222
3.7,50,150.0,4926,745,650
3.3,20,300.0,1330,745,800
3.8,100,300.0,38936,745,1167
3.6,100,300.0,36771,745,228
3.9,50,250.0,29983,745,1399
4.6,20,600.0,23183,745,1277
4.3,500,400.0,19081,745,800
4.4,100,200.0,17831,745,947
4.1,500,300.0,31856,745,564
3.7,100,350.0,16611,745,770
4.2,100,800.0,39180,745,816
4.0,500,300.0,25187,745,1443
3.7,20,200.0,32869,745,1188
4.6,100,200.0,7907,745,242
4.2,50,450.0,29737,745,228
4.2,100,200.0,38026,745,1430
3.8,100,500.0,6918,745,559
3.9,50,300.0,40059,745,1637
4.1,50,150.0,22575,745,947
3.5,50,250.0,4418,745,119
3.7,100,200.0,22943,745,564
4.4,50,700.0,31809,745,939
4.1,50,200.0,26766,745,1175
4.0,1,200.0,28478,745,843
4.3,500,600.0,17601,745,1158
4.1,100,200.0,20437,745,709
4.1,50,300.0,37856,745,559
4.5,20,200.0,23266,745,784
3.0,20,200.0,8504,745,1175
4.2,500,400.0,6779,745,1160
4.0,20,200.0,20223,745,650
4.1,100,150.0,14950,745,878
4.8,20,150.0,1891,745,650
4.1,20,300.0,38098,745,242
3.7,100,300.0,40189,745,800
4.3,100,350.0,15023,745,816
4.1,100,400.0,6899,745,166
3.5,20,250.0,40258,745,30
4.3,100,400.0,34649,745,246
4.2,20,200.0,5347,745,1515
4.1,20,350.0,27368,745,118
4.0,20,200.0,21934,745,387
3.5,1,200.0,32835,745,1599
3.4,20,200.0,32975,745,1158
4.0,100,150.0,19305,745,1213
3.8,500,200.0,38197,745,1599
4.0,20,700.0,23076,745,800
4.1,1,250.0,2321,745,800
4.0,100,250.0,40048,745,899
3.8,50,400.0,19172,745,800
4.1,100,500.0,35397,745,528
4.1,100,400.0,8281,745,481
4.1,100,200.0,20886,745,1213
2.8,20,250.0,38250,745,1223
4.6,50,500.0,40978,745,1307
3.4,20,200.0,40348,745,423
3.4,100,200.0,32976,745,517
4.2,100,900.0,22060,745,465
4.0,100,550.0,5725,745,816
4.1,20,500.0,22679,745,341
3.9,100,600.0,22818,745,319
4.1,50,650.0,13259,745,697
4.0,20,450.0,6877,745,464
3.8,100,400.0,14496,745,467
4.4,500,250.0,13775,745,1544
3.9,1,200.0,11943,745,1175
4.3,50,400.0,31269,745,800
4.4,100,400.0,13547,745,686
4.4,100,500.0,5533,745,1091
4.3,20,900.0,8934,745,830
3.6,20,300.0,10170,232,1328
3.8,100,400.0,20207,232,1307
3.9,100,300.0,32827,232,228
4.5,20,300.0,1119,232,800
4.0,100,200.0,17622,232,1399
4.0,100,400.0,15023,232,816
3.6,50,250.0,132,232,1183
3.6,20,600.0,26160,232,166
3.6,50,250.0,9651,232,858
3.3,100,300.0,20759,232,1298
3.8,50,200.0,37888,232,232
2.8,50,300.0,27612,232,1277
4.2,20,200.0,24039,232,816
3.9,20,200.0,28681,232,1180
3.9,100,200.0,37315,232,1282
1.9,20,300.0,40148,232,242
4.2,100,200.0,36371,232,618
4.5,50,300.0,40059,232,1637
4.0,100,350.0,34769,232,628
2.8,20,250.0,15118,232,119
3.8,20,200.0,8567,232,650
3.4,20,200.0,18848,232,1399
4.3,20,200.0,38098,232,228
3.6,50,250.0,18943,232,1423
4.1,20,350.0,26017,232,869
3.5,20,250.0,39213,232,853
4.3,20,300.0,33134,232,816
4.0,50,200.0,24976,232,363
3.9,20,200.0,7062,232,154
