rating,rating_count,cost,name,city,cuisine
3.9,20,400.0,17772,156,837
3.5,50,200.0,38160,156,328
3.8,20,200.0,24379,156,1465
3.8,20,250.0,29342,156,1465
3.5,20,200.0,21510,156,1405
3.8,100,300.0,777,156,447
4.0,100,200.0,36734,156,79
3.8,20,300.0,15298,156,816
4.2,100,250.0,12288,156,242
4.1,50,400.0,17755,156,168
3.9,100,200.0,16225,156,998
4.3,50,150.0,34644,156,800
4.0,50,350.0,10704,156,740
3.7,500,150.0,30915,156,328
4.5,50,200.0,36740,156,564
3.7,100,350.0,27517,156,1277
3.8,50,200.0,26850,156,1307
4.2,100,150.0,17160,156,1446
3.5,20,300.0,894,156,88
4.1,100,300.0,6454,156,328
4.3,100,200.0,40199,156,629
3.7,20,200.0,22443,156,228
4.0,20,400.0,26872,156,47
4.3,50,400.0,2680,156,1175
4.2,20,200.0,21578,156,800
4.2,50,400.0,35222,156,154
4.2,20,200.0,7110,156,310
4.5,20,200.0,17982,156,180
3.7,50,300.0,7218,156,79
3.7,50,150.0,38737,156,179
3.8,100,300.0,4498,158,80
4.1,100,200.0,41033,158,75
4.1,50,300.0,19414,158,282
3.4,20,150.0,27990,158,476
4.1,100,200.0,26066,158,856
3.8,50,200.0,32265,158,80
3.9,100,200.0,39538,158,804
4.1,20,200.0,17766,158,93
4.1,1,200.0,22110,158,80
3.9,100,200.0,28013,158,84
4.2,100,199.0,19826,158,1470
4.4,50,250.0,38135,158,243
4.3,100,200.0,30027,158,511
3.9,50,300.0,31277,158,816
4.0,100,200.0,12142,158,520
4.2,20,250.0,5790,158,228
3.2,20,100.0,1996,158,1443
3.7,100,250.0,11179,158,622
3.9,20,200.0,38517,158,476
4.1,500,400.0,18185,158,50
4.1,100,200.0,18733,158,859
4.2,50,300.0,8016,158,15
4.1,50,350.0,15713,158,84
3.3,20,200.0,6102,158,1188
4.1,100,320.0,4967,577,816
3.7,50,350.0,20043,577,800
2.9,100,250.0,18,577,1443
4.0,50,400.0,11212,577,562
4.1,100,350.0,34769,577,648
4.3,100,250.0,41012,577,1610
3.3,100,400.0,907,577,800
3.5,50,300.0,35409,577,297
3.8,50,250.0,39796,577,239
4.3,1,400.0,22678,577,341
3.5,100,200.0,18773,577,1450
4.0,500,300.0,35978,577,282
3.8,100,200.0,15167,577,611
3.6,100,200.0,3303,577,480
4.1,50,300.0,31811,577,154
4.1,100,350.0,10354,577,290
4.2,50,300.0,22751,577,802
4.2,100,200.0,846,577,1443
4.1,100,150.0,35779,577,859
3.6,20,300.0,21060,577,800
3.8,50,300.0,40033,577,800
2.6,20,200.0,35423,577,859
3.9,20,250.0,4290,577,577
3.9,500,400.0,35977,577,1162
3.7,50,250.0,38723,577,1218
4.0,1,200.0,31067,577,328
3.6,50,250.0,36796,577,308
4.4,1,300.0,31754,577,1476
4.4,100,150.0,8951,577,784
3.4,20,200.0,39148,577,1409
3.9,20,300.0,22697,577,154
3.8,1,200.0,15794,577,297
4.2,500,200.0,20886,577,1213
4.2,100,249.0,38942,577,868
3.6,100,400.0,21824,577,296
3.9,1,200.0,1513,577,1443
3.9,1,400.0,26897,577,313
4.0,100,250.0,15368,577,1218
4.0,500,400.0,37995,577,418
3.8,100,400.0,21833,577,1453
3.2,20,300.0,1016,577,800
3.8,50,200.0,684,577,297
3.7,100,120.0,15166,577,377
4.3,1,300.0,38943,577,1443
4.6,100,90.0,19674,577,447
4.0,500,400.0,18185,577,50
3.6,50,499.0,16271,577,1218
3.5,20,300.0,15566,577,1453
4.3,50,500.0,14133,577,297
4.1,100,400.0,37340,577,1213
4.3,100,400.0,10465,577,1277
4.6,50,500.0,7002,577,559
3.8,500,400.0,27517,577,1277
3.7,50,200.0,21658,577,593
4.1,100,500.0,4411,577,319
4.1,500,200.0,11421,577,650
4.0,100,250.0,16094,577,859
3.7,20,199.0,33346,577,80
3.8,50,150.0,39479,577,1450
4.3,100,450.0,35217,577,166
4.7,50,300.0,19992,577,577
4.1,100,200.0,5998,577,354
4.0,100,313.0,15746,577,1465
3.7,100,300.0,24670,577,1443
4.0,100,200.0,764,577,800
3.9,100,250.0,11045,577,1158
3.3,20,100.0,41310,577,243
4.1,100,200.0,16114,577,447
3.4,50,400.0,30557,577,800
4.0,100,150.0,11571,577,228
4.0,50,150.0,11694,577,800
3.8,20,200.0,14046,577,1443
4.0,100,200.0,14196,577,800
4.3,100,200.0,30962,577,169
4.0,500,600.0,2316,577,415
4.0,20,200.0,39149,577,1405
3.6,20,120.0,15094,577,400
3.9,100,150.0,15967,577,816
4.1,500,350.0,1607,577,422
3.8,100,200.0,18402,577,1443
4.4,500,250.0,34392,577,1218
4.3,5,500.0,40911,542,286
4.1,100,250.0,22107,542,983
4.2,50,300.0,4290,542,784
3.5,100,200.0,21844,542,297
4.1,100,250.0,38721,542,1443
4.0,500,300.0,1908,542,282
3.6,20,300.0,3174,542,816
4.3,100,450.0,35217,542,166
2.9,50,400.0,33940,542,1446
3.8,100,600.0,40577,542,282
4.0,100,150.0,38537,542,1491
3.2,20,200.0,33102,542,476
4.1,1,400.0,12882,542,84
3.8,100,200.0,38602,542,394
4.1,20,200.0,21340,542,812
4.2,20,200.0,11211,542,154
4.0,1,400.0,26897,542,313
4.0,100,250.0,16378,542,59
3.1,100,400.0,10843,542,191
2.8,20,200.0,240,542,228
4.1,20,250.0,35451,542,1221
3.8,20,1200.0,25738,542,819
4.0,100,350.0,24921,542,1218
3.8,50,200.0,28321,542,1178
4.3,1,200.0,7832,542,1443
4.0,20,300.0,21876,542,228
4.1,100,400.0,10465,542,1277
4.5,20,300.0,10527,542,166
4.6,20,200.0,3282,542,687
4.5,20,280.0,19992,542,774
3.2,50,400.0,1169,542,861
3.8,500,400.0,18185,542,50
4.0,100,400.0,27829,542,301
4.4,50,400.0,34034,542,120
4.3,100,150.0,2930,542,611
3.8,20,200.0,30352,542,800
3.0,20,199.0,21330,542,618
4.9,20,300.0,24272,542,737
3.7,100,250.0,19471,542,429
4.1,20,250.0,14299,542,310
4.1,20,120.0,21816,542,944
3.3,20,300.0,13461,542,1465
4.0,100,400.0,38436,542,418
3.6,50,250.0,36796,542,308
4.3,1,300.0,458,542,1476
4.2,100,300.0,40460,542,1613
4.5,20,200.0,769,542,1443
4.2,100,250.0,29785,542,800
4.1,100,500.0,4411,542,319
3.9,100,600.0,38339,542,327
3.8,100,200.0,29694,542,1175
3.5,20,300.0,3618,542,816
3.5,100,700.0,28240,542,464
3.8,20,300.0,3472,542,1453
3.8,50,300.0,4399,542,1217
4.0,20,300.0,16362,542,297
3.4,20,199.0,3643,542,623
4.1,100,300.0,24851,542,285
4.0,100,200.0,5997,542,418
4.2,500,350.0,34769,542,1362
4.0,50,400.0,11076,542,75
4.3,20,250.0,8746,542,816
2.9,20,149.0,13966,542,88
3.2,20,300.0,40994,542,800
3.4,100,200.0,21845,542,1452
4.1,500,500.0,1910,542,282
3.9,500,400.0,26159,542,1298
3.8,50,500.0,22626,542,228
4.5,100,800.0,16770,542,577
4.0,100,300.0,34868,542,282
3.0,20,150.0,7413,542,263
4.3,20,200.0,36865,542,577
3.8,50,300.0,37809,542,418
4.5,100,200.0,19900,542,240
4.2,100,200.0,7366,542,1189
4.0,100,200.0,20886,542,1213
4.3,100,250.0,12288,542,242
4.0,100,200.0,8806,542,800
4.2,100,400.0,11616,542,893
3.9,100,200.0,39851,542,285
4.2,1,400.0,22678,542,341
3.5,20,200.0,26427,542,1282
3.3,50,250.0,23152,542,590
3.3,500,300.0,40573,542,302
3.6,100,100.0,36929,542,162
4.2,20,300.0,18880,542,1175
4.0,100,200.0,7400,542,237
3.5,20,300.0,10213,542,1175
3.2,100,300.0,28918,542,1450
4.3,100,500.0,36733,542,282
3.5,20,300.0,37048,542,418
4.1,20,800.0,29741,542,1175
4.0,50,600.0,22679,542,341
3.5,20,400.0,3523,542,1298
3.9,100,300.0,15109,542,1443
3.4,100,1400.0,8641,542,418
3.4,50,400.0,8611,542,762
4.5,100,400.0,34649,542,228
4.1,20,200.0,8793,542,577
4.3,20,250.0,6435,542,179
4.1,20,250.0,23021,542,784
3.8,100,650.0,10354,542,290
3.7,20,200.0,6000,542,431
4.2,20,300.0,8666,542,242
3.9,100,500.0,25374,542,1450
3.8,100,200.0,10406,542,1443
4.0,500,250.0,36683,542,328
3.3,50,249.0,41349,542,869
3.6,500,250.0,23491,542,1175
4.4,500,550.0,12880,542,464
4.1,500,500.0,25764,542,447
3.7,50,198.0,6074,542,1272
2.5,20,300.0,16573,542,321
3.0,20,350.0,5142,542,321
4.4,500,200.0,39525,542,1188
3.7,20,250.0,33762,542,327
3.7,20,300.0,9290,542,447
4.1,100,200.0,17810,542,740
4.4,500,300.0,34178,542,1220
3.9,20,300.0,31053,542,297
4.2,100,200.0,36740,542,564
4.6,100,310.0,3545,542,951
4.6,50,450.0,37445,542,1399
3.5,20,300.0,22424,542,1194
3.7,20,200.0,26163,542,178
3.8,100,200.0,20700,542,300
4.2,20,140.0,30808,542,446
4.1,1,500.0,24535,542,285
3.4,50,300.0,28542,542,1443
3.6,50,700.0,7891,542,476
3.3,100,250.0,21635,542,1175
4.2,100,100.0,23870,542,564
3.7,50,250.0,20545,542,84
4.3,500,200.0,945,542,816
4.5,50,250.0,39893,542,800
4.3,100,100.0,21761,542,263
3.8,50,1000.0,37205,542,1163
3.8,50,200.0,25400,542,1175
3.0,50,300.0,23612,542,618
4.1,100,250.0,36648,542,75
4.4,50,200.0,17873,542,228
4.0,50,300.0,6641,542,263
3.7,20,1500.0,18499,542,464
4.3,500,250.0,12731,542,1528
4.0,20,800.0,21000,542,328
3.8,100,250.0,22745,542,611
4.5,1,250.0,12873,542,1484
4.3,100,200.0,11421,542,650
3.9,20,200.0,305,542,247
3.5,50,149.0,30377,542,618
4.5,20,200.0,17790,542,429
3.2,20,200.0,16765,542,1443
4.5,100,200.0,8663,542,951
4.7,500,250.0,12170,496,154
4.4,5,200.0,25472,496,1484
4.7,20,300.0,19992,496,784
4.4,20,350.0,38202,496,559
3.8,20,200.0,11802,496,559
3.9,20,20.0,941,496,1443
4.6,500,100.0,29453,496,1465
3.6,50,400.0,15657,496,812
4.1,100,600.0,13512,496,1565
3.5,20,280.0,6432,496,625
4.1,500,400.0,27517,496,1277
4.2,100,200.0,39922,496,1443
4.3,100,400.0,38850,496,1158
4.4,100,300.0,3899,496,168
4.0,100,600.0,2316,496,415
4.4,100,300.0,5584,496,166
4.2,50,450.0,35217,496,166
4.3,100,300.0,39556,496,1467
4.1,100,400.0,18712,496,1453
4.3,50,100.0,24033,496,228
4.1,20,250.0,819,496,55
4.4,100,1100.0,5710,496,819
4.4,50,1200.0,28891,496,800
4.5,50,200.0,38811,496,1465
4.5,100,200.0,39046,496,1443
4.2,20,300.0,9296,496,321
4.1,100,250.0,35973,496,1171
3.9,100,250.0,37383,496,418
3.8,100,250.0,34598,496,800
4.3,100,200.0,23920,496,394
4.6,50,120.0,13341,496,784
4.7,20,65.0,12185,496,947
4.0,20,200.0,22607,496,237
4.0,100,400.0,18185,496,50
4.0,1,400.0,3617,496,310
4.5,500,200.0,22202,496,1443
4.1,500,500.0,26717,496,1175
4.2,1,300.0,16000,496,1218
3.9,100,300.0,19649,496,67
4.3,100,300.0,34833,496,859
4.2,50,900.0,18510,496,1175
4.7,20,50.0,35359,496,263
4.4,50,1000.0,12280,496,880
4.0,20,400.0,4963,496,310
3.7,50,300.0,21808,496,812
4.5,500,150.0,7372,496,562
4.6,20,200.0,34556,496,1546
4.3,500,300.0,19106,496,246
3.2,20,300.0,32378,496,228
4.0,50,100.0,21761,496,264
4.1,100,150.0,20357,496,564
3.8,20,100.0,20358,496,564
4.5,500,120.0,24274,496,577
4.3,100,400.0,10465,496,1277
4.3,20,300.0,39139,496,1400
4.5,100,100.0,34753,496,1546
4.1,100,250.0,17847,496,947
4.3,100,250.0,8930,496,784
4.5,1,200.0,31754,496,1175
4.5,100,150.0,6058,496,242
4.1,20,250.0,36796,496,308
4.3,1,250.0,29405,496,1465
4.4,100,100.0,14023,496,1453
4.6,1,200.0,4627,496,1443
3.4,50,350.0,40171,496,423
4.5,50,300.0,22698,496,154
3.7,20,300.0,32614,496,80
4.6,500,250.0,460,496,1476
4.3,100,250.0,30187,496,1443
4.1,20,400.0,12158,496,573
4.6,100,200.0,16644,496,774
4.0,100,500.0,4411,496,319
4.1,20,300.0,19108,496,784
4.1,100,200.0,11421,496,650
4.4,50,400.0,11616,496,893
4.2,100,400.0,26159,496,1298
4.5,1,400.0,36545,496,1443
4.1,100,200.0,20886,496,1213
4.0,100,400.0,37340,496,1213
4.2,100,300.0,3558,496,1443
4.4,50,300.0,4359,496,1168
4.5,100,150.0,20411,496,250
4.6,100,310.0,3545,496,263
4.0,50,300.0,22755,496,611
4.2,500,150.0,24506,496,1453
4.5,1,300.0,31058,496,282
4.2,50,200.0,41171,496,961
3.7,20,300.0,107,496,1218
3.8,20,200.0,8602,496,75
4.6,100,250.0,12312,496,947
4.5,20,200.0,7417,496,263
4.4,100,250.0,24032,496,1443
4.3,20,1000.0,27201,496,889
4.5,100,700.0,36858,496,511
4.0,20,300.0,29818,267,784
4.1,100,200.0,11421,267,650
3.5,20,200.0,10787,267,1264
4.6,20,200.0,22684,267,166
3.1,20,350.0,22818,267,319
3.7,20,200.0,26599,267,263
4.2,100,150.0,9476,267,296
4.0,20,150.0,38657,267,1405
4.3,50,400.0,37340,267,1213
3.9,100,200.0,36215,267,447
4.4,20,300.0,1528,267,816
4.4,100,150.0,15082,267,154
2.2,50,150.0,26045,267,816
3.9,20,280.0,703,267,429
3.1,50,400.0,31537,267,1465
4.0,500,400.0,37995,267,418
4.0,100,350.0,34771,267,1362
3.9,20,500.0,18264,267,1176
4.0,100,300.0,21543,267,800
4.0,100,450.0,26088,267,1250
4.2,100,400.0,37326,267,166
2.7,500,200.0,17910,267,447
4.3,50,700.0,21187,267,1363
4.3,50,100.0,7412,267,158
4.1,100,400.0,40458,267,1610
4.3,100,300.0,40460,267,1613
3.9,100,350.0,28430,267,812
4.6,100,150.0,7372,267,232
4.1,100,400.0,5806,267,321
4.3,20,200.0,41435,267,1546
3.8,100,750.0,11103,267,543
4.3,100,200.0,30385,267,447
4.0,50,150.0,5470,267,800
4.3,20,200.0,33198,267,1476
3.6,50,300.0,17212,267,310
4.0,20,350.0,34535,267,1158
4.2,1,250.0,3080,267,1476
2.6,100,300.0,6482,267,310
4.3,100,250.0,458,267,1476
4.0,100,400.0,26159,267,1277
4.2,100,500.0,4411,267,319
4.5,50,200.0,16644,267,784
4.1,20,400.0,11616,267,893
4.2,100,350.0,15378,267,464
4.3,100,200.0,20886,267,1213
4.2,20,450.0,35217,267,778
4.4,100,1000.0,11787,267,819
4.3,50,400.0,31318,267,447
2.5,20,350.0,10316,267,846
4.6,50,100.0,21761,267,264
4.5,20,1000.0,13280,267,934
4.3,50,200.0,38056,267,476
4.3,1,800.0,28281,267,1158
4.1,1,300.0,16000,267,1476
4.4,1,200.0,31754,267,1175
4.1,50,300.0,35607,267,1425
1.8,20,200.0,621,267,475
4.0,100,600.0,10354,267,290
3.2,20,200.0,35844,267,812
3.8,20,300.0,6988,267,154
3.8,100,150.0,4923,267,548
2.3,20,200.0,23650,267,447
4.2,100,300.0,496,267,812
4.1,100,400.0,10465,267,1277
3.5,50,400.0,12591,267,843
4.0,500,400.0,17903,267,321
4.6,100,250.0,16244,267,1476
3.8,20,250.0,36796,267,308
4.3,100,300.0,6641,267,263
3.7,100,400.0,31539,267,296
3.9,20,300.0,10803,267,800
4.0,50,300.0,10329,267,846
4.2,20,200.0,6162,267,816
3.9,100,200.0,24277,267,439
2.4,20,300.0,10806,267,800
4.4,20,1000.0,25654,267,559
3.7,20,1000.0,16757,267,321
4.1,50,300.0,35365,267,239
4.1,20,600.0,27023,267,1175
4.3,100,300.0,19895,267,1175
4.0,50,350.0,19531,267,282
3.8,20,200.0,25578,267,800
4.5,50,300.0,38254,267,228
4.2,100,600.0,40486,267,598
4.0,500,150.0,21829,267,1443
3.5,20,250.0,14109,267,476
4.4,50,200.0,30125,267,961
4.4,50,400.0,11204,267,154
4.0,100,400.0,21814,267,1175
4.3,100,500.0,25217,267,418
4.0,100,200.0,2372,267,464
4.8,20,600.0,11428,267,166
3.8,50,450.0,7754,35,624
4.2,50,300.0,4148,35,138
4.5,50,200.0,26310,35,588
3.8,20,250.0,6904,35,166
4.1,100,200.0,38540,35,477
4.5,100,1200.0,37644,35,1476
4.2,500,150.0,6552,35,800
4.5,100,200.0,36596,35,559
4.2,500,500.0,39972,35,297
4.4,100,400.0,10465,35,1277
4.1,20,200.0,30757,35,242
4.1,50,250.0,7841,35,1458
4.2,20,120.0,13341,35,784
4.3,50,300.0,9040,35,1277
3.9,50,900.0,14313,35,79
4.2,1,300.0,11087,35,1218
3.8,500,400.0,27517,35,1277
4.0,500,100.0,20384,35,246
4.2,20,300.0,6988,35,559
4.3,100,400.0,25834,35,109
4.2,100,300.0,23034,35,1218
4.3,20,200.0,18945,35,1158
4.0,500,400.0,37995,35,418
4.2,20,150.0,7851,35,774
2.7,20,200.0,17117,35,880
4.1,20,350.0,1173,35,1398
3.7,50,350.0,14515,35,154
4.5,1,450.0,31754,35,846
3.7,100,200.0,11618,35,242
3.9,100,400.0,17903,35,328
3.8,1,400.0,33944,35,418
4.3,100,200.0,5622,35,543
4.2,100,200.0,23338,35,423
4.5,500,400.0,33256,35,1218
4.3,500,200.0,468,35,292
4.1,20,300.0,24031,35,577
4.1,50,400.0,18392,35,564
3.8,100,250.0,8278,35,423
4.8,100,300.0,19992,35,784
4.1,20,480.0,31296,35,1443
4.0,100,500.0,12887,35,730
4.2,100,300.0,3388,35,511
4.0,100,400.0,31673,35,328
4.3,100,150.0,24538,35,403
4.3,100,350.0,27053,35,1546
3.6,20,300.0,11354,35,816
4.4,20,300.0,28065,35,1288
4.0,100,300.0,9572,35,1158
3.8,20,300.0,26295,35,166
4.6,100,170.0,19791,35,564
3.8,100,600.0,18329,35,415
4.3,100,200.0,1829,35,1453
3.2,20,350.0,13190,35,1158
4.2,100,300.0,16934,35,812
3.9,100,400.0,31540,35,296
3.9,50,250.0,36796,35,308
3.8,100,600.0,40577,35,282
4.4,50,250.0,25999,35,748
4.2,50,300.0,18146,35,1546
4.3,20,1400.0,209,35,816
4.5,100,300.0,6928,35,166
4.3,100,400.0,19004,35,5
4.5,100,300.0,15449,35,1476
4.7,100,250.0,6221,35,263
3.3,20,500.0,39416,35,1450
4.2,100,300.0,40460,35,1613
4.4,50,200.0,23316,35,483
4.7,50,300.0,23110,35,1240
4.2,100,300.0,35446,35,481
4.4,1,200.0,41193,35,759
4.4,500,120.0,24274,35,784
4.6,50,200.0,26757,35,483
4.2,100,500.0,27300,35,1573
4.2,100,500.0,39448,35,1250
3.5,50,400.0,28373,35,447
3.8,100,300.0,29818,35,564
4.4,500,350.0,34769,35,648
4.3,50,500.0,33443,35,1218
4.0,50,200.0,11182,35,297
4.9,20,600.0,35620,35,720
4.3,5,900.0,40911,35,312
4.4,50,250.0,37751,35,437
4.2,100,500.0,581,35,67
4.5,50,300.0,6641,35,263
4.4,100,300.0,8523,35,747
4.1,50,350.0,15815,35,464
3.4,20,140.0,8793,35,577
3.9,100,350.0,10347,35,1450
4.3,100,1000.0,39244,35,78
4.6,100,400.0,13855,35,787
3.9,100,100.0,21761,35,228
4.1,50,250.0,8969,35,774
4.2,100,750.0,11073,35,983
4.4,500,250.0,12310,35,947
4.5,20,350.0,38202,35,559
4.1,500,600.0,10354,35,290
4.4,5,300.0,34153,35,1443
4.4,500,150.0,38069,35,611
4.2,50,300.0,1744,35,96
4.1,50,299.0,10101,35,577
4.5,1,300.0,30899,35,1476
4.3,100,850.0,17773,35,524
4.2,100,300.0,8283,35,418
4.0,50,400.0,8145,35,418
4.1,1,250.0,29785,35,800
4.1,100,200.0,20886,35,1213
4.1,20,500.0,8722,35,816
4.3,100,300.0,29559,35,800
4.0,100,250.0,23943,35,1218
3.9,50,500.0,26088,35,428
3.9,100,300.0,21828,35,1450
4.5,20,799.0,7459,35,464
3.9,50,1000.0,8537,35,1298
4.2,1,500.0,32076,35,449
3.7,100,500.0,8664,35,154
2.9,20,300.0,13035,35,75
3.8,100,300.0,19106,35,246
4.2,100,500.0,27828,35,313
4.3,100,200.0,10841,35,154
4.6,20,100.0,9213,35,800
4.2,100,300.0,14374,35,475
4.0,500,250.0,22745,35,611
3.5,20,80.0,35156,35,228
3.6,100,400.0,36555,35,1218
4.3,1,350.0,5911,35,15
3.6,20,200.0,10210,35,1443
4.5,20,850.0,2891,35,119
4.2,100,200.0,19074,35,1453
3.8,20,300.0,21876,35,800
4.3,100,200.0,8789,35,1443
4.5,1,150.0,7372,35,562
2.7,50,150.0,17908,35,428
4.6,50,100.0,28544,35,228
4.6,100,200.0,23344,35,418
4.3,100,850.0,22060,35,465
3.9,20,200.0,4524,35,731
3.8,100,250.0,15101,35,1218
4.3,100,100.0,38537,35,1491
4.3,100,500.0,10922,35,34
4.1,100,250.0,21837,35,1443
4.2,100,1200.0,20693,35,1308
4.4,500,700.0,6596,35,880
4.3,100,1500.0,8934,35,1189
4.5,500,250.0,34290,35,1443
4.2,1,400.0,22678,35,341
4.0,20,500.0,35214,35,577
4.4,100,200.0,2775,35,786
4.1,20,150.0,10156,35,166
4.1,500,450.0,22115,35,314
4.3,50,250.0,6435,35,179
4.1,20,300.0,30525,35,246
4.4,50,400.0,37340,35,1213
3.7,20,250.0,31103,35,428
4.2,20,300.0,6840,35,228
4.3,1,200.0,2369,35,859
4.6,100,200.0,423,35,1438
3.2,100,200.0,18255,35,1293
4.1,500,250.0,17125,35,1290
4.0,50,250.0,4943,35,282
4.2,50,250.0,38056,35,800
4.4,100,200.0,38190,35,158
4.1,50,500.0,34958,35,1277
3.7,20,200.0,34792,35,394
4.3,500,300.0,20689,35,1175
4.3,20,500.0,20548,35,622
3.6,20,500.0,33784,35,418
3.9,100,200.0,7400,35,512
4.0,100,500.0,16753,35,420
4.3,100,850.0,26839,35,880
3.2,20,300.0,41156,35,810
4.1,500,600.0,2316,35,415
4.5,20,200.0,32868,35,784
4.4,20,300.0,21810,35,893
4.5,20,250.0,29869,35,1410
3.7,50,250.0,4793,35,1175
3.7,20,800.0,8374,35,816
4.1,100,400.0,3650,35,15
4.4,100,1400.0,2917,35,112
3.3,100,400.0,2687,35,804
3.2,100,200.0,21107,35,447
4.2,100,250.0,36996,35,1189
3.8,20,500.0,17107,35,1298
4.5,1,300.0,458,35,1476
4.2,1,500.0,1910,35,282
4.0,50,650.0,9983,35,166
4.6,50,250.0,12731,35,1218
4.3,1,300.0,16000,35,1476
4.3,100,400.0,12158,35,573
4.3,1,300.0,12736,35,1502
4.3,1,300.0,36837,35,543
3.7,50,500.0,31265,35,1328
4.0,20,250.0,4316,35,577
4.3,100,700.0,1789,35,1171
3.9,100,250.0,28703,35,577
4.3,100,1000.0,8522,35,531
2.2,20,200.0,38681,35,321
4.0,100,700.0,39855,35,1443
4.2,50,1000.0,20705,35,1258
4.3,20,250.0,21816,35,564
3.8,50,300.0,35614,35,816
4.6,50,800.0,16770,35,784
3.7,100,250.0,14265,35,464
4.4,500,300.0,8948,35,784
3.3,20,200.0,943,35,1158
4.1,100,300.0,32997,35,328
4.4,100,200.0,34178,35,1158
3.7,100,300.0,39418,35,292
4.3,20,500.0,14303,35,774
4.2,50,600.0,22679,35,341
4.4,500,150.0,5406,35,784
4.4,100,300.0,1773,35,27
3.9,100,350.0,10198,35,1316
4.2,100,150.0,34249,35,752
4.0,100,200.0,2895,35,1453
3.8,20,200.0,5847,35,228
4.1,1,400.0,18185,35,50
3.7,20,250.0,25526,35,435
4.3,20,200.0,28890,35,1432
3.7,100,300.0,19507,35,1450
4.0,100,200.0,38254,35,228
4.4,5,250.0,33033,35,568
4.3,20,200.0,32634,35,100
4.3,50,300.0,20118,35,104
4.4,100,650.0,37885,35,1316
3.9,20,200.0,4041,35,1158
4.4,500,800.0,19308,35,418
4.4,500,150.0,15082,35,154
4.3,50,400.0,4065,35,481
4.4,100,500.0,32007,35,1453
4.2,500,500.0,31598,35,81
3.3,20,200.0,20366,35,250
3.2,20,250.0,10522,35,562
4.7,100,300.0,25882,35,166
4.2,100,250.0,12288,35,242
4.4,500,400.0,37223,35,874
4.4,100,175.0,30981,35,1476
4.3,1,300.0,23963,35,1443
4.1,100,200.0,17873,35,535
4.2,500,600.0,29223,35,767
3.4,20,250.0,38724,35,1443
4.5,1,250.0,33172,35,1476
4.2,50,350.0,12294,35,249
3.5,50,250.0,28705,35,1405
4.5,1,200.0,33205,35,1476
4.1,100,350.0,11364,35,1175
4.1,1,600.0,8867,35,1443
4.0,500,500.0,19665,35,1450
4.1,50,250.0,6517,35,577
4.1,20,300.0,16733,35,447
4.4,20,300.0,21418,35,810
3.9,20,450.0,10348,35,415
3.4,20,450.0,11659,35,1363
4.4,100,700.0,33409,35,1205
4.2,100,400.0,18427,35,966
4.0,20,500.0,26491,35,650
4.1,100,300.0,32008,35,650
4.7,20,250.0,32730,35,1462
4.2,1,300.0,25138,35,1218
4.5,100,200.0,36740,35,564
3.9,100,300.0,22109,35,1482
4.4,1,300.0,23025,35,749
3.9,100,600.0,22906,35,42
4.0,100,250.0,4835,35,229
4.4,100,200.0,34347,35,1546
4.6,20,200.0,5749,35,577
4.3,500,300.0,20688,35,104
4.3,50,350.0,34724,35,577
4.2,50,350.0,1953,35,859
3.8,500,250.0,14388,35,310
4.1,50,350.0,12041,35,428
4.1,20,800.0,9829,35,800
4.0,100,250.0,37558,35,1491
4.4,20,250.0,11411,35,243
4.6,100,400.0,37362,35,1546
4.0,50,250.0,10635,35,577
3.8,50,500.0,25167,35,296
4.5,50,200.0,22685,35,154
4.2,500,300.0,35916,35,1086
4.2,50,250.0,2968,35,1218
4.4,100,400.0,34649,35,246
4.8,20,500.0,6141,35,166
4.1,100,200.0,30125,35,511
4.6,100,200.0,36865,35,731
4.2,50,250.0,35793,35,800
4.0,20,300.0,30753,35,800
4.5,100,1200.0,36967,35,481
3.4,20,500.0,34868,35,297
3.4,20,850.0,27306,35,1308
4.1,100,200.0,1984,35,800
4.3,50,400.0,20754,35,577
4.6,500,250.0,41467,35,859
4.6,100,310.0,3545,35,952
4.4,50,800.0,29968,35,816
4.4,500,150.0,36960,35,944
4.1,1,300.0,28071,35,59
3.7,20,500.0,32193,35,1092
4.0,50,200.0,1575,35,1218
4.7,100,300.0,7025,35,154
4.2,100,250.0,17097,35,98
4.4,20,100.0,6272,35,856
4.1,20,400.0,11616,35,893
4.3,100,450.0,35217,35,778
4.3,100,1000.0,10607,35,511
4.1,100,500.0,4411,35,319
4.1,100,400.0,26159,35,1298
4.0,50,400.0,37690,35,1450
4.0,20,300.0,12588,35,1184
3.8,1,200.0,22970,35,1175
4.0,100,300.0,36308,35,888
4.5,20,200.0,31132,35,590
4.1,100,799.0,32244,35,120
4.0,100,400.0,40485,35,598
4.2,100,200.0,11421,35,650
4.1,100,300.0,7854,35,328
4.3,20,300.0,36234,35,907
4.2,1,450.0,19895,35,1175
4.4,100,400.0,11204,35,559
4.1,50,600.0,26922,35,328
4.2,50,150.0,8940,173,169
4.2,100,450.0,35217,173,778
4.3,50,400.0,11616,173,893
4.3,1,300.0,24506,173,1218
4.1,500,200.0,11421,173,650
4.0,100,400.0,26159,173,1277
3.9,100,500.0,4411,173,319
4.9,20,300.0,7002,173,166
3.0,50,250.0,36796,173,308
4.0,100,400.0,37340,173,1171
3.8,20,200.0,28321,173,1178
4.1,100,200.0,20886,173,1175
4.3,100,200.0,19350,173,439
3.8,50,300.0,38467,173,1481
4.2,1,300.0,40911,173,81
4.0,100,300.0,22745,173,611
